0.6361, 0.9991
-0.4614, -0.6306
0.0454, -0.8298
0.3032, 0.5209
-0.3839, 0.0297
0.6475, -0.6821
0.2592, 0.9361
-1.0644, 0.0353
0.6759, -1.1659
-0.1209, 0.7925
-1.0861, 0.1044
0.7871, -0.9807
1.0082, 0.8311
-0.5249, -0.1560
1.8359, -1.6269
0.9379, 0.5717
-0.9355, -0.7919
1.0154, -1.1771
0.5235, 1.6508
-0.1820, -0.1577
1.3512, -1.2157
0.2018, 1.0011
-1.2723, -0.4762
0.4647, -1.8127
0.8693, 0.8932
-1.3789, -0.6813
0.5410, -1.5889
0.4332, 1.2530
-0.4689, -0.4799
0.5607, -1.4652
0.2906, 1.1292
-1.4664, -0.3729
0.9395, -1.6801
0.2008, 1.1389
-0.6605, -0.3336
0.2542, -1.6116
-0.0393, 1.2319
-0.8431, 0.0410
1.3418, -1.5589
0.5554, 1.1152
-0.9899, 0.0961
1.5200, -1.5127
0.4564, 0.9847
-1.1935, 0.1035
1.4794, -1.8429
0.6173, 1.0588
-1.1726, -0.7876
1.0659, -0.8037
0.1562, 0.3939
-0.8725, -0.2768
0.6985, -1.8218
0.1796, 1.1969
-1.0096, -0.1758
0.9217, -1.5633
0.7372, 0.9502
-1.3448, 0.1725
0.6413, -0.8831
0.4640, 1.2638
-1.2701, -0.1550
0.9765, -1.2827
0.7778, 0.8737
-0.4463, -0.4707
0.9014, -1.3131
0.0166, 1.3205
-1.3235, -0.5373
0.9225, -1.5722
0.8376, 0.3173
-0.9289, -0.3513
1.4633, -1.4464
0.3544, 1.6220
-0.7776, 0.4057
0.7734, -1.1713
-0.3347, 1.0930
-1.0041, -0.2266
0.4026, -1.1769
1.0901, 1.3784
-0.2573, 0.1866
0.6940, -0.8372
0.5949, 0.8215
-1.1560, 0.1171
0.5581, -1.4318
0.4526, 0.6198
0.0593, 0.0681
0.5130, -1.2778
0.5090, 0.7594
-0.4530, -0.2852
0.2810, -1.2502
0.1946, 1.0661
-0.5063, -0.4628
1.0833, -1.8040
0.5450, 0.8361
-0.6623, -0.2811
0.8858, -1.7768
0.4945, 1.1420
-0.4497, -0.3265
0.9917, -1.3574
0.4217, 1.1456
-0.2224, -0.2760
1.2015, -1.7187
0.5251, 1.5559
-0.5706, -0.0573
1.2608, -1.0998
0.5008, 1.3356
-0.6961, -0.1095
0.9790, -1.5801
0.2333, 0.6302
-0.5583, -0.0699
1.2133, -1.4448
0.4518, 1.1816
-1.0697, -0.4719
0.7927, -1.8185
0.6185, 1.2412
-0.9964, -0.4305
1.0317, -1.3225
-0.0767, 1.0963
-0.9495, 0.2591
0.2912, -1.0787
0.8337, 0.6903
0.1726, 0.0828
0.6816, -1.3698
